GeneID,Chr,Start,End,annotation,pan_anno,y_anno,Strand
Gm38657_41860,chrX,93069705,93070104,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Arx_41861,chrX,93281294,93281693,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Arx_41862,chrX,93286242,93286641,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Arx_41863,chrX,93289860,93290259,"Intron(NM_001305940.1/Arx,intron3of5)",OtherIntron,OtherIntron,.
Arx_41864,chrX,93297195,93297594,3'UTR,3'UTR,3'UTR,.
Gm35587_41865,chrX,93372327,93372726,"Intron(NM_008892.2/Pola1,intron36of36)",OtherIntron,OtherIntron,.
Gm35587_41866,chrX,93428894,93429293,"Intron(XR_001782807.1/Gm35587,intron2of3)",OtherIntron,OtherIntron,.
Pola1_41867,chrX,93631993,93632392,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Pcyt1b_41868,chrX,93689256,93689655,"Intron(NM_177546.2/Pcyt1b,intron1of7)",1stIntron,1stIntron,.
Gm46689_41869,chrX,93812949,93813348,"Intron(NM_145630.3/Pdk3,intron2of11)",OtherIntron,OtherIntron,.
Pdk3_41870,chrX,93832010,93832409,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Supt20-ps_41871,chrX,93889423,93889822,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Supt20-ps_41872,chrX,93911117,93911516,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Supt20-ps_41873,chrX,93915895,93916294,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Supt20-ps_41874,chrX,93917447,93917846,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Supt20-ps_41875,chrX,93919023,93919422,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Gm15164_41876,chrX,93927855,93928254,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm15164_41877,chrX,93929620,93930019,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm15164_41878,chrX,93931688,93932087,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm15164_41879,chrX,93933868,93934267,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
AU015836_41880,chrX,93956762,93957161,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
AU015836_41881,chrX,93962456,93962855,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm4990_41882,chrX,93983149,93983548,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Gm15165_41883,chrX,93985127,93985526,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm6987_41884,chrX,94032985,94033384,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Zfx_41885,chrX,94115783,94116182,"Intron(XM_011247578.3/Zfx,intron1of8)",1stIntron,1stIntron,.
Zfx_41886,chrX,94122302,94122701,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Zfx_41887,chrX,94130611,94131010,"Intron(XM_006527965.3/Zfx,intron1of7)",1stIntron,1stIntron,.
Gm46691_41888,chrX,94140023,94140422,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Zfx_41889,chrX,94177782,94178181,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Eif2s3x_41890,chrX,94183590,94183989,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Eif2s3x_41891,chrX,94185209,94185608,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Eif2s3x_41892,chrX,94212734,94213133,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Klhl15_41893,chrX,94234491,94234890,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Apoo_41894,chrX,94366717,94367116,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm39526_41895,chrX,94731652,94732051,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Gm371_41896,chrX,94990451,94990850,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Arhgef9_41897,chrX,95166330,95166729,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Amer1_41898,chrX,95444684,95445083,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Zc4h2_41899,chrX,95658365,95658764,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm18239_41900,chrX,95852849,95853248,"Intron(XM_011247643.3/Zc3h12b,intron3of9)",OtherIntron,OtherIntron,.
Las1l_41901,chrX,95956830,95957229,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Las1l_41902,chrX,95968490,95968889,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm19635_41903,chrX,96019608,96020007,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm19635_41904,chrX,96025847,96026246,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Msn_41905,chrX,96095934,96096333,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Psmb7-ps1_41906,chrX,96130351,96130750,"Intron(NM_010833.2/Msn,intron1of12)",1stIntron,1stIntron,.
Psmb7-ps1_41907,chrX,96144981,96145380,"Intron(NM_010833.2/Msn,intron2of12)",OtherIntron,OtherIntron,.
Psmb7-ps1_41908,chrX,96147870,96148269,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm24718_41909,chrX,96157914,96158313,"Exon(NM_010833.2/Msn,exon7of13)",OtherExon,OtherExon,.
Gm14925_41910,chrX,96205362,96205761,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
F630028O10Rik_41911,chrX,96239670,96240069,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Eda2r_41912,chrX,97431400,97431799,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Yipf6_41913,chrX,98937233,98937632,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Efnb1_41914,chrX,99135854,99136253,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Efnb1_41915,chrX,99163899,99164298,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm46674_41916,chrX,99199162,99199561,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm46674_41917,chrX,99221982,99222381,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm30704_41918,chrX,99330483,99330882,"Intron(XR_386999.2/Gm30704,intron2of2)",OtherIntron,OtherIntron,.
Gm30704_41919,chrX,99353399,99353798,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Pja1_41920,chrX,99470478,99470877,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tmem28_41921,chrX,99853304,99853703,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Eda_41922,chrX,99975240,99975639,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Eda_41923,chrX,100121763,100122162,"Intron(NM_001177937.1/Eda,intron1of7)",1stIntron,1stIntron,.
Otud6a_41924,chrX,100425201,100425600,"Intron(XM_011247590.3/Awat2,intron1of7)",1stIntron,1stIntron,.
Awat2_41925,chrX,100443398,100443797,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Awat2_41926,chrX,100468048,100468447,"Intron(XM_011247588.3/Awat2,intron1of8)",1stIntron,1stIntron,.
Awat2_41927,chrX,100480302,100480701,"Intron(XM_011247588.3/Awat2,intron1of8)",1stIntron,1stIntron,.
Awat2_41928,chrX,100494011,100494410,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Pdzd11_41929,chrX,100617521,100617920,3'UTR,3'UTR,3'UTR,.
Kif4_41930,chrX,100625789,100626188,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Kif4_41931,chrX,100678189,100678588,"Intron(NM_008446.2/Kif4,intron10of29)",OtherIntron,OtherIntron,.
Dlg3_41932,chrX,100765961,100766360,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Dlg3_41933,chrX,100774319,100774718,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Dlg3_41934,chrX,100776890,100777289,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm24061_41935,chrX,101132284,101132683,"Intron(XM_011247645.2/Snx12,intron4of7)",OtherIntron,OtherIntron,.
Gm24061_41936,chrX,101163649,101164048,"Intron(XM_011247645.2/Snx12,intron4of7)",OtherIntron,OtherIntron,.
Snx12_41937,chrX,101222391,101222790,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Foxo4_41938,chrX,101253960,101254359,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Il2rg_41939,chrX,101268104,101268503,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Med12_41940,chrX,101273913,101274312,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm31385_41941,chrX,101332415,101332814,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Zmym3_41942,chrX,101419706,101420105,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Nono_41943,chrX,101429316,101429715,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Itgb1bp2_41944,chrX,101451153,101451552,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Gm14843_41945,chrX,101486577,101486976,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Taf1_41946,chrX,101532417,101532816,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Ogt_41947,chrX,101606186,101606585,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Ogt_41948,chrX,101616233,101616632,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Ogt_41949,chrX,101639776,101640175,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Marcksl1-ps5_41950,chrX,101706678,101707077,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Cxcr3_41951,chrX,101730061,101730460,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Cxcr3_41952,chrX,101737152,101737551,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Tpt1-ps6_41953,chrX,101754492,101754891,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Tpt1-ps6_41954,chrX,101770279,101770678,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm9095_41955,chrX,101783779,101784178,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Nhsl2_41956,chrX,101942495,101942894,"Intron(XM_011247499.2/Nhsl2,intron1of8)",1stIntron,1stIntron,.
Nhsl2_41957,chrX,101954136,101954535,"Intron(XM_011247499.2/Nhsl2,intron2of8)",OtherIntron,OtherIntron,.
Nhsl2_41958,chrX,101979197,101979596,"Intron(XM_011247499.2/Nhsl2,intron2of8)",OtherIntron,OtherIntron,.
Nhsl2_41959,chrX,101993786,101994185,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Nhsl2_41960,chrX,102031830,102032229,"Intron(XM_011247499.2/Nhsl2,intron2of8)",OtherIntron,OtherIntron,.
Nhsl2_41961,chrX,102036777,102037176,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Nhsl2_41962,chrX,102064903,102065302,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rtl5_41963,chrX,102071159,102071558,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rtl5_41964,chrX,102074469,102074868,"Intron(XM_011247499.2/Nhsl2,intron5of8)",OtherIntron,OtherIntron,.
Rtl5_41965,chrX,102077337,102077736,5'UTR,5'UTR,5'UTR,.
Rtl5_41966,chrX,102094391,102094790,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Pin4_41967,chrX,102102607,102103006,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Pin4_41968,chrX,102119087,102119486,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Ercc6l_41969,chrX,102156922,102157321,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rps4x_41970,chrX,102189068,102189467,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cited1_41971,chrX,102251929,102252328,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm14858_41972,chrX,102254301,102254700,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Hdac8_41973,chrX,102505080,102505479,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Phka1_41974,chrX,102625278,102625677,"Exon(NM_008832.2/Phka1,exon5of33)",OtherExon,OtherExon,.
Phka1_41975,chrX,102644154,102644553,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Nap1l2_41976,chrX,103186331,103186730,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm19200_41977,chrX,103288445,103288844,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cdx4_41978,chrX,103321869,103322268,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm9516_41979,chrX,103341636,103342035,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Chic1_41980,chrX,103356537,103356936,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Chic1_41981,chrX,103368666,103369065,"Intron(XM_006527760.4/Chic1,intron2of5)",OtherIntron,OtherIntron,.
Xist_41982,chrX,103477508,103477907,"Exon(NR_001463.3/Xist,exon1of7)",1stExon,1stExon,.
Xist_41983,chrX,103481574,103481973,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Xist_41984,chrX,103483082,103483481,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Jpx_41985,chrX,103493298,103493697,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Jpx_41986,chrX,103501379,103501778,"Intron(NR_015508.3/Jpx,intron2of2)",OtherIntron,OtherIntron,.
Gm9157_41987,chrX,103529225,103529624,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
LOC668415_41988,chrX,103555104,103555503,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Mir421_41989,chrX,103565299,103565698,"Intron(NR_028381.1_2/Ftx,intron9of10)",OtherIntron,OtherIntron,.
Gm9159_41990,chrX,103591911,103592310,"Intron(NR_028381.1_2/Ftx,intron9of10)",OtherIntron,OtherIntron,.
Gm9159_41991,chrX,103605418,103605817,"Exon(NR_028380.1_2/Ftx,exon8of11)",OtherExon,OtherExon,.
Ftx_41992,chrX,103614826,103615225,"Exon(NR_028381.1_2/Ftx,exon2of11)",OtherExon,OtherExon,.
Ftx_41993,chrX,103616925,103617324,"Intron(NR_028381.1_2/Ftx,intron1of10)",1stIntron,1stIntron,.
Ftx_41994,chrX,103622303,103622702,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm53059_41995,chrX,103695520,103695919,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Slc16a2_41996,chrX,103746253,103746652,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Rlim_41997,chrX,103981138,103981537,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm23378_41998,chrX,103991402,103991801,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Abcb7_41999,chrX,104413622,104414021,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Uprt_42000,chrX,104482622,104483021,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Uprt_42001,chrX,104489165,104489564,"Intron(NM_001081189.3/Uprt,intron1of6)",1stIntron,1stIntron,.
1700121L16Rik_42002,chrX,104814252,104814651,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
5530601H04Rik_42003,chrX,105064827,105065226,"Intron(NR_015467.1/5530601H04Rik,intron4of4)",OtherIntron,OtherIntron,.
5530601H04Rik_42004,chrX,105070097,105070496,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Pbdc1_42005,chrX,105079541,105079940,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Magee1_42006,chrX,105121113,105121512,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm14854_42007,chrX,105710703,105711102,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm7117_42008,chrX,105724156,105724555,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Fgf16_42009,chrX,105764418,105764817,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm14853_42010,chrX,105849210,105849609,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Atrx_42011,chrX,105929154,105929553,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Atrx_42012,chrX,105957101,105957500,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Magt1_42013,chrX,106011687,106012086,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Atp7a_42014,chrX,106026965,106027364,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tlr13_42015,chrX,106122814,106123213,"Intron(NM_001109757.2/Atp7a,intron21of22)",OtherIntron,OtherIntron,.
Tlr13_42016,chrX,106136045,106136444,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Tlr13_42017,chrX,106139471,106139870,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm14856_42018,chrX,106165043,106165442,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Pgk1_42019,chrX,106186767,106187166,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Taf9b_42020,chrX,106219449,106219848,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
P2ry10_42021,chrX,107012604,107013003,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
P2ry10_42022,chrX,107084343,107084742,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
P2ry10_42023,chrX,107089072,107089471,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
P2ry10b_42024,chrX,107150687,107151086,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
P2ry10b_42025,chrX,107156127,107156526,"Intron(NM_001122596.1/P2ry10b,intron1of1)",1stIntron,1stIntron,.
Gpr174_42026,chrX,107217619,107218018,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gpr174_42027,chrX,107250397,107250796,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gpr174_42028,chrX,107255869,107256268,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gpr174_42029,chrX,107259078,107259477,"Intron(NM_001033251.5/Gpr174,intron2of4)",OtherIntron,OtherIntron,.
Gpr174_42030,chrX,107264512,107264911,"Intron(NM_001033251.5/Gpr174,intron2of4)",OtherIntron,OtherIntron,.
Gpr174_42031,chrX,107284218,107284617,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gpr174_42032,chrX,107298794,107299193,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gpr174_42033,chrX,107307222,107307621,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm14833_42034,chrX,107326004,107326403,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Itm2a_42035,chrX,107403030,107403429,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
2610002M06Rik_42036,chrX,107816131,107816530,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Brwd3_42037,chrX,108832679,108833078,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
2810403D21Rik_42038,chrX,108834319,108834718,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Hmgn5_42039,chrX,109013304,109013703,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Sh3bgrl_42040,chrX,109073819,109074218,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Sh3bgrl_42041,chrX,109095207,109095606,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Sh3bgrl_42042,chrX,109100499,109100898,"Intron(NM_019989.2/Sh3bgrl,intron1of3)",1stIntron,1stIntron,.
Sh3bgrl_42043,chrX,109108348,109108747,"Intron(NM_019989.2/Sh3bgrl,intron1of3)",1stIntron,1stIntron,.
Gm14869_42044,chrX,109113812,109114211,"Intron(NM_019989.2/Sh3bgrl,intron1of3)",1stIntron,1stIntron,.
Gm14869_42045,chrX,109119809,109120208,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm14869_42046,chrX,109142295,109142694,"Intron(NM_019989.2/Sh3bgrl,intron1of3)",1stIntron,1stIntron,.
Gm34464_42047,chrX,109160839,109161238,3'UTR,3'UTR,3'UTR,.
Gm6377_42048,chrX,109196475,109196874,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm6377_42049,chrX,109198374,109198773,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Gm6377_42050,chrX,109207852,109208251,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Apool_42051,chrX,112311189,112311588,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm14938_42052,chrX,112940800,112941199,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Chm_42053,chrX,113185216,113185615,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm23985_42054,chrX,113860657,113861056,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm23985_42055,chrX,113867848,113868247,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm4915_42056,chrX,113993113,113993512,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm5648_42057,chrX,121300882,121301281,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm14932_42058,chrX,121400932,121401331,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm14932_42059,chrX,121479512,121479911,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Nap1l3_42060,chrX,122397219,122397618,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cldn34c1_42061,chrX,123103255,123103654,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Diaph2_42062,chrX,129749475,129749874,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cstf2_42063,chrX,134058991,134059390,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Arl13a_42064,chrX,134217112,134217511,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Trmt2b_42065,chrX,134276710,134277109,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Cenpi_42066,chrX,134307875,134308274,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Drp2_42067,chrX,134374188,134374587,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Drp2_42068,chrX,134398945,134399344,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Drp2_42069,chrX,134404011,134404410,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Drp2_42070,chrX,134440303,134440702,"Exon(XM_030251217.1/Drp2,exon13of23)",OtherExon,OtherExon,.
Timm8a1_42071,chrX,134541605,134542004,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Timm8a1_42072,chrX,134554360,134554759,"Exon(XM_006528484.4/Btk,exon11of19)",OtherExon,OtherExon,.
Btk_42073,chrX,134566634,134567033,"Intron(XM_006528484.4/Btk,intron4of18)",OtherIntron,OtherIntron,.
Btk_42074,chrX,134570331,134570730,"Intron(XM_006528484.4/Btk,intron3of18)",OtherIntron,OtherIntron,.
Btk_42075,chrX,134580784,134581183,Promoter(1-2kb),Promoter(1-2kb),Promoter(1-2kb),.
Btk_42076,chrX,134582841,134583240,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Rpl36a_42077,chrX,134585426,134585825,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Hnrnph2_42078,chrX,134612403,134612802,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Armcx2_42079,chrX,134808851,134809250,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Zmat1_42080,chrX,135009065,135009464,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
3632454L22Rik_42081,chrX,135086911,135087310,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Gm6228_42082,chrX,135564908,135565307,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Nxf7_42083,chrX,135574661,135575060,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Nxf7_42084,chrX,135601632,135602031,Promoter(2-3kb),Promoter(2-3kb),Promoter(2-3kb),.
Armcx5_42085,chrX,135738759,135739158,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Armcx5_42086,chrX,135742541,135742940,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Mir1970_42087,chrX,135797150,135797549,"Intron(NM_001004359.2/Gprasp1,intron5of9)",OtherIntron,OtherIntron,.
Gprasp2_42088,chrX,135839978,135840377,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Bhlhb9_42089,chrX,135885753,135886152,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm39535_42090,chrX,136244916,136245315,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Bex3_42091,chrX,136270041,136270440,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
n-TAtgc1_42092,chrX,136590297,136590696,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tceal3_42093,chrX,136595747,136596146,"Intron(XM_006528586.4/Tceal3,intron3of4)",OtherIntron,OtherIntron,.
Tceal3_42094,chrX,136599353,136599752,"Intron(XM_006528586.4/Tceal3,intron3of4)",OtherIntron,OtherIntron,.
Tceal3_42095,chrX,136613877,136614276,"Intron(XM_006528586.4/Tceal3,intron3of4)",OtherIntron,OtherIntron,.
Tceal3_42096,chrX,136615867,136616266,"Intron(XM_006528586.4/Tceal3,intron3of4)",OtherIntron,OtherIntron,.
Tceal3_42097,chrX,136666306,136666705,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Tceal1_42098,chrX,136708162,136708561,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Morf4l2_42099,chrX,136741333,136741732,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Morf4l2_42100,chrX,136761308,136761707,"Intron(NR_033324.1/BC065397,intron7of9)",OtherIntron,OtherIntron,.
Plp1_42101,chrX,136809367,136809766,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
Tmsb15b1_42102,chrX,136976763,136977162,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Slc25a53_42103,chrX,136986046,136986445,"Intron(XM_006528599.4/Slc25a53,intron1of1)",1stIntron,1stIntron,.
Slc25a53_42104,chrX,136992940,136993339,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm15038_42105,chrX,136997241,136997640,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Slc25a53_42106,chrX,137015297,137015696,5'UTR,5'UTR,5'UTR,.
Slc25a53_42107,chrX,137037990,137038389,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Fam199x_42108,chrX,137049340,137049739,Promoter(<=1kb),Promoter(<=1kb),Promoter(<=1kb),.
Gm15040_42109,chrX,137141886,137142285,DistalIntergenic,DistalIntergenic,DistalIntergenic,.
