ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0051238	GO:0051238	sequestering of metal ion	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Ftl1	1
GO:0060019	GO:0060019	radial glial cell differentiation	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Nfix	1
GO:0061154	GO:0061154	endothelial tube morphogenesis	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Cxcr4	1
GO:0070102	GO:0070102	interleukin-6-mediated signaling pathway	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Il6ra	1
GO:0070243	GO:0070243	regulation of thymocyte apoptotic process	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Adam8	1
GO:0070417	GO:0070417	cellular response to cold	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Eif2ak3	1
GO:0070431	GO:0070431	nucleotide-binding oligomerization domain containing 2 signaling pathway	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Tlr4	1
GO:0097320	GO:0097320	plasma membrane tubulation	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Pacsin2	1
GO:0098696	GO:0098696	regulation of neurotransmitter receptor localization to postsynaptic specialization membrane	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Dag1	1
GO:1901550	GO:1901550	regulation of endothelial cell development	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	S1pr3	1
GO:1901570	GO:1901570	fatty acid derivative biosynthetic process	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Acsl1	1
GO:1901632	GO:1901632	regulation of synaptic vesicle membrane organization	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Cplx2	1
GO:1901741	GO:1901741	positive regulation of myoblast fusion	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Capn2	1
GO:1902236	GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Herpud1	1
GO:1903140	GO:1903140	regulation of establishment of endothelial barrier	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	S1pr3	1
GO:1903232	GO:1903232	melanosome assembly	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Rab32	1
GO:1905664	GO:1905664	regulation of calcium ion import across plasma membrane	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Adrb2	1
GO:2000319	GO:2000319	regulation of T-helper 17 cell differentiation	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Smad7	1
GO:2000651	GO:2000651	positive regulation of sodium ion transmembrane transporter activity	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Glrx	1
GO:2000786	GO:2000786	positive regulation of autophagosome assembly	1/517	19/28891	0.290495825131519	0.407741963508606	0.278021010959859	Ralb	1
GO:0015980	GO:0015980	energy derivation by oxidation of organic compounds	8/517	350/28891	0.291355728055236	0.408000785702411	0.278197490239454	Pde2a/Cbfa2t3/Ifnar1/Chchd10/Nfatc3/Bnip3/Oas1a/Prdm16	8
GO:0051321	GO:0051321	meiotic cell cycle	8/517	350/28891	0.291355728055236	0.408000785702411	0.278197490239454	Zcwpw1/Lfng/Xlr3b/Xlr3a/Osm/Nbn/Clasp2/Ccne1	8
GO:0006826	GO:0006826	iron ion transport	2/517	60/28891	0.291584079458568	0.408000785702411	0.278197490239454	Trf/Slc11a2	2
GO:0006893	GO:0006893	Golgi to plasma membrane transport	2/517	60/28891	0.291584079458568	0.408000785702411	0.278197490239454	Exoc8/Golga4	2
GO:0007595	GO:0007595	lactation	2/517	60/28891	0.291584079458568	0.408000785702411	0.278197490239454	Oas2/Eif2ak3	2
GO:0010965	GO:0010965	regulation of mitotic sister chromatid separation	2/517	60/28891	0.291584079458568	0.408000785702411	0.278197490239454	Apc/Klhl22	2
GO:0031424	GO:0031424	keratinization	2/517	60/28891	0.291584079458568	0.408000785702411	0.278197490239454	Ppl/Sfn	2
GO:0042149	GO:0042149	cellular response to glucose starvation	2/517	60/28891	0.291584079458568	0.408000785702411	0.278197490239454	Plin2/Eif2ak3	2
GO:0072523	GO:0072523	purine-containing compound catabolic process	2/517	60/28891	0.291584079458568	0.408000785702411	0.278197490239454	Pde2a/Nudt4	2
GO:0086001	GO:0086001	cardiac muscle cell action potential	2/517	60/28891	0.291584079458568	0.408000785702411	0.278197490239454	Scn2b/Jup	2
GO:0097553	GO:0097553	calcium ion transmembrane import into cytosol	5/517	201/28891	0.291972937094723	0.408418295024971	0.278482171175761	P2rx4/Adrb2/Myo5a/Htt/Gsto1	5
GO:0002793	GO:0002793	positive regulation of peptide secretion	4/517	153/28891	0.293583566583062	0.41041691531618	0.27984494097533	Clcf1/Mpc2/Rac1/Ptger4	4
GO:0051783	GO:0051783	regulation of nuclear division	4/517	153/28891	0.293583566583062	0.41041691531618	0.27984494097533	Rgcc/Osm/Apc/Klhl22	4
GO:0140694	GO:0140694	non-membrane-bounded organelle assembly	9/517	402/28891	0.294730240767603	0.411892355054167	0.280850977351954	Hspa1a/Grb7/Tpm1/Plk2/Itgb1/Cnot1/Clasp2/Prickle1/Ogfod1	9
GO:0002438	GO:0002438	acute inflammatory response to antigenic stimulus	2/517	61/28891	0.298212486271354	0.415216274839263	0.28311740960987	Ccr7/Fcer1g	2
GO:0006903	GO:0006903	vesicle targeting	2/517	61/28891	0.298212486271354	0.415216274839263	0.28311740960987	Exoc8/Clasp2	2
GO:0019748	GO:0019748	secondary metabolic process	2/517	61/28891	0.298212486271354	0.415216274839263	0.28311740960987	Zeb2/Myo5a	2
GO:0030199	GO:0030199	collagen fibril organization	2/517	61/28891	0.298212486271354	0.415216274839263	0.28311740960987	Anxa2/Tgfbr1	2
GO:0044091	GO:0044091	membrane biogenesis	2/517	61/28891	0.298212486271354	0.415216274839263	0.28311740960987	Pacsin2/Reep3	2
GO:0044380	GO:0044380	protein localization to cytoskeleton	2/517	61/28891	0.298212486271354	0.415216274839263	0.28311740960987	Htt/Apc	2
GO:0045839	GO:0045839	negative regulation of mitotic nuclear division	2/517	61/28891	0.298212486271354	0.415216274839263	0.28311740960987	Apc/Klhl22	2
GO:0051445	GO:0051445	regulation of meiotic cell cycle	2/517	61/28891	0.298212486271354	0.415216274839263	0.28311740960987	Lfng/Osm	2
GO:0071103	GO:0071103	DNA conformation change	2/517	61/28891	0.298212486271354	0.415216274839263	0.28311740960987	Anxa1/Nbn	2
GO:0071806	GO:0071806	protein transmembrane transport	2/517	61/28891	0.298212486271354	0.415216274839263	0.28311740960987	Hpse/Sec63	2
GO:0072527	GO:0072527	pyrimidine-containing compound metabolic process	2/517	61/28891	0.298212486271354	0.415216274839263	0.28311740960987	Aicda/Dhodh	2
GO:0097479	GO:0097479	synaptic vesicle localization	2/517	61/28891	0.298212486271354	0.415216274839263	0.28311740960987	Syn3/Bsn	2
GO:0003002	GO:0003002	regionalization	10/517	455/28891	0.299289183294754	0.415497184891881	0.283308949612634	Lfng/Zeb2/Rarg/Htt/Smad3/Tgfbr2/Tgfbr1/Apc/Prickle1/C1qa	10
GO:0002437	GO:0002437	inflammatory response to antigenic stimulus	3/517	107/28891	0.299993723336816	0.415497184891881	0.283308949612634	Ccr7/Fosl2/Fcer1g	3
GO:0010389	GO:0010389	regulation of G2/M transition of mitotic cell cycle	3/517	107/28891	0.299993723336816	0.415497184891881	0.283308949612634	Cdc7/Gpr132/Nbn	3
GO:0070167	GO:0070167	regulation of biomineral tissue development	3/517	107/28891	0.299993723336816	0.415497184891881	0.283308949612634	Adrb2/Ecm1/Smad3	3
GO:0072073	GO:0072073	kidney epithelium development	4/517	155/28891	0.301607218278432	0.415497184891881	0.283308949612634	Tacstd2/Hs3st3b1/Smad3/Smad7	4
GO:0098876	GO:0098876	vesicle-mediated transport to the plasma membrane	4/517	155/28891	0.301607218278432	0.415497184891881	0.283308949612634	Ehd3/Exoc8/Vps26a/Golga4	4
GO:0070588	GO:0070588	calcium ion transmembrane transport	8/517	354/28891	0.301763717321976	0.415497184891881	0.283308949612634	Stac2/Tspan13/P2rx4/Ehd3/Adrb2/Myo5a/Htt/Gsto1	8
GO:0000729	GO:0000729	DNA double-strand break processing	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Nbn	1
GO:0006085	GO:0006085	acetyl-CoA biosynthetic process	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Mpc2	1
GO:0006309	GO:0006309	apoptotic DNA fragmentation	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Dnase2a	1
GO:0006613	GO:0006613	cotranslational protein targeting to membrane	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Sec63	1
GO:0006620	GO:0006620	post-translational protein targeting to endoplasmic reticulum membrane	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Sec63	1
GO:0006662	GO:0006662	glycerol ether metabolic process	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Lpcat2	1
GO:0010958	GO:0010958	regulation of amino acid import across plasma membrane	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Itgb1	1
GO:0021694	GO:0021694	cerebellar Purkinje cell layer formation	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Whrn	1
GO:0030050	GO:0030050	vesicle transport along actin filament	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Myo5a	1
GO:0030889	GO:0030889	negative regulation of B cell proliferation	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Tyrobp	1
GO:0031468	GO:0031468	nuclear membrane reassembly	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Reep3	1
GO:0032230	GO:0032230	positive regulation of synaptic transmission, GABAergic	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Adora2a	1
GO:0032252	GO:0032252	secretory granule localization	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Myo5a	1
GO:0032986	GO:0032986	protein-DNA complex disassembly	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Bmyc	1
GO:0033151	GO:0033151	V(D)J recombination	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Tcf7	1
GO:0033962	GO:0033962	P-body assembly	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Cnot1	1
GO:0034349	GO:0034349	glial cell apoptotic process	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Akap12	1
GO:0035313	GO:0035313	wound healing, spreading of epidermal cells	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Clasp2	1
GO:0036003	GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Eif2ak3	1
GO:0036120	GO:0036120	cellular response to platelet-derived growth factor stimulus	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Tlr4	1
GO:0038166	GO:0038166	angiotensin-activated signaling pathway	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Rac1	1
GO:0042772	GO:0042772	DNA damage response, signal transduction resulting in transcription	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Zfp385a	1
GO:0043373	GO:0043373	CD4-positive, alpha-beta T cell lineage commitment	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Il6ra	1
GO:0043691	GO:0043691	reverse cholesterol transport	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Scarb1	1
GO:0044241	GO:0044241	lipid digestion	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Cd36	1
GO:0045947	GO:0045947	negative regulation of translational initiation	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Eif4ebp1	1
GO:0046485	GO:0046485	ether lipid metabolic process	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Lpcat2	1
GO:0046827	GO:0046827	positive regulation of protein export from nucleus	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Sfn	1
GO:0051580	GO:0051580	regulation of neurotransmitter uptake	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Itgb1	1
GO:0060099	GO:0060099	regulation of phagocytosis, engulfment	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Cd36	1
GO:0060314	GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Gsto1	1
GO:0061620	GO:0061620	glycolytic process through glucose-6-phosphate	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Gale	1
GO:0070886	GO:0070886	positive regulation of calcineurin-NFAT signaling cascade	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Erbb3	1
GO:0071379	GO:0071379	cellular response to prostaglandin stimulus	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Ptger4	1
GO:0071450	GO:0071450	cellular response to oxygen radical	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Cd36	1
GO:0071451	GO:0071451	cellular response to superoxide	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Cd36	1
GO:0097494	GO:0097494	regulation of vesicle size	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Als2	1
GO:0106058	GO:0106058	positive regulation of calcineurin-mediated signaling	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Erbb3	1
GO:1900117	GO:1900117	regulation of execution phase of apoptosis	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Trp53bp2	1
GO:1901673	GO:1901673	regulation of mitotic spindle assembly	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Hspa1a	1
GO:1901679	GO:1901679	nucleotide transmembrane transport	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Slc17a9	1
GO:1902916	GO:1902916	positive regulation of protein polyubiquitination	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Ube2d1	1
GO:1903789	GO:1903789	regulation of amino acid transmembrane transport	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Itgb1	1
GO:1904889	GO:1904889	regulation of excitatory synapse assembly	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Sema4a	1
GO:2000136	GO:2000136	regulation of cell proliferation involved in heart morphogenesis	1/517	20/28891	0.303200648434616	0.415497184891881	0.283308949612634	Pim1	1
GO:0000209	GO:0000209	protein polyubiquitination	6/517	254/28891	0.303749467025661	0.416122942080072	0.283735625455805	Wwp2/Amfr/Ube2d1/Rnf125/Rnf19a/Irf2bp1	6
GO:0002011	GO:0002011	morphogenesis of an epithelial sheet	2/517	62/28891	0.304830987643273	0.417042274420329	0.284362477066679	Dag1/Clasp2	2
GO:0031122	GO:0031122	cytoplasmic microtubule organization	2/517	62/28891	0.304830987643273	0.417042274420329	0.284362477066679	Clip1/Apc	2
GO:0072577	GO:0072577	endothelial cell apoptotic process	2/517	62/28891	0.304830987643273	0.417042274420329	0.284362477066679	Rgcc/Cd40	2
GO:1903409	GO:1903409	reactive oxygen species biosynthetic process	2/517	62/28891	0.304830987643273	0.417042274420329	0.284362477066679	Cd36/Tlr4	2
GO:0051153	GO:0051153	regulation of striated muscle cell differentiation	3/517	108/28891	0.304882477976758	0.417042274420329	0.284362477066679	Parp2/Trip10/Piezo1	3
GO:0009451	GO:0009451	RNA modification	4/517	156/28891	0.305628526372998	0.417936130883888	0.284971957816498	Apobec1/Aicda/Fto/Mepce	4
GO:0006820	GO:0006820	monoatomic anion transport	4/517	157/28891	0.309655484387807	0.423314614332696	0.288639305157942	Kcnn4/Ttyh3/Ttyh2/Clcn5	4
GO:0007156	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	3/517	109/28891	0.309774523835518	0.423349137327741	0.288662844844417	Emb/Ceacam1/Plxnb2	3
GO:0001947	GO:0001947	heart looping	2/517	63/28891	0.31143781817785	0.424465673688048	0.289424161057727	Smad3/Tgfbr2	2
GO:0042491	GO:0042491	inner ear auditory receptor cell differentiation	2/517	63/28891	0.31143781817785	0.424465673688048	0.289424161057727	Whrn/Rac1	2
GO:0042596	GO:0042596	fear response	2/517	63/28891	0.31143781817785	0.424465673688048	0.289424161057727	Dpp4/Als2	2
GO:0045744	GO:0045744	negative regulation of G protein-coupled receptor signaling pathway	2/517	63/28891	0.31143781817785	0.424465673688048	0.289424161057727	Adm/Adrb2	2
GO:0045912	GO:0045912	negative regulation of carbohydrate metabolic process	2/517	63/28891	0.31143781817785	0.424465673688048	0.289424161057727	Ddit4/Cbfa2t3	2
GO:0048255	GO:0048255	mRNA stabilization	2/517	63/28891	0.31143781817785	0.424465673688048	0.289424161057727	Apobec1/Paip1	2
GO:0051058	GO:0051058	negative regulation of small GTPase mediated signal transduction	2/517	63/28891	0.31143781817785	0.424465673688048	0.289424161057727	Spry2/Itgb1	2
GO:0051306	GO:0051306	mitotic sister chromatid separation	2/517	63/28891	0.31143781817785	0.424465673688048	0.289424161057727	Apc/Klhl22	2
GO:2000648	GO:2000648	positive regulation of stem cell proliferation	2/517	63/28891	0.31143781817785	0.424465673688048	0.289424161057727	Tgfbr1/Ccne1	2
GO:0008202	GO:0008202	steroid metabolic process	8/517	358/28891	0.3122542518581	0.425449952576959	0.290095296815761	Adm/Sgpl1/Fech/Asah1/Cyp27a1/Hsd17b11/Scarb1/Bdh1	8
GO:0006839	GO:0006839	mitochondrial transport	4/517	158/28891	0.313687594136821	0.425746134785774	0.290297250218875	Chchd10/Bcl2l2/Htt/Bnip3	4
GO:0006821	GO:0006821	chloride transport	3/517	110/28891	0.314669012799142	0.425746134785774	0.290297250218875	Ttyh3/Ttyh2/Clcn5	3
GO:0003161	GO:0003161	cardiac conduction system development	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Id2	1
GO:0003214	GO:0003214	cardiac left ventricle morphogenesis	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Tgfbr2	1
GO:0006590	GO:0006590	thyroid hormone generation	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Ctsb	1
GO:0006656	GO:0006656	phosphatidylcholine biosynthetic process	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Capn2	1
GO:0006658	GO:0006658	phosphatidylserine metabolic process	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Lpcat4	1
GO:0006896	GO:0006896	Golgi to vacuole transport	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Ehd3	1
GO:0007190	GO:0007190	activation of adenylate cyclase activity	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Adrb2	1
GO:0010522	GO:0010522	regulation of calcium ion transport into cytosol	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	P2rx4	1
GO:0010766	GO:0010766	negative regulation of sodium ion transport	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Serpine2	1
GO:0034377	GO:0034377	plasma lipoprotein particle assembly	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Fech	1
GO:0035268	GO:0035268	protein mannosylation	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Dpy19l1	1
GO:0035994	GO:0035994	response to muscle stretch	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Jun	1
GO:0043117	GO:0043117	positive regulation of vascular permeability	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Pde2a	1
GO:0045064	GO:0045064	T-helper 2 cell differentiation	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Anxa1	1
GO:0045649	GO:0045649	regulation of macrophage differentiation	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Id2	1
GO:0046325	GO:0046325	negative regulation of glucose import	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Pid1	1
GO:0051443	GO:0051443	positive regulation of ubiquitin-protein transferase activity	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Trib2	1
GO:0051930	GO:0051930	regulation of sensory perception of pain	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Gpr171	1
GO:0051988	GO:0051988	regulation of attachment of spindle microtubules to kinetochore	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Apc	1
GO:0060340	GO:0060340	positive regulation of type I interferon-mediated signaling pathway	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Mavs	1
GO:0061323	GO:0061323	cell proliferation involved in heart morphogenesis	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Pim1	1
GO:0070230	GO:0070230	positive regulation of lymphocyte apoptotic process	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Adam8	1
GO:0071071	GO:0071071	regulation of phospholipid biosynthetic process	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Capn2	1
GO:0071786	GO:0071786	endoplasmic reticulum tubular network organization	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Reep3	1
GO:0090043	GO:0090043	regulation of tubulin deacetylation	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Nek3	1
GO:0098543	GO:0098543	detection of other organism	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Tlr2	1
GO:0099509	GO:0099509	regulation of presynaptic cytosolic calcium ion concentration	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Ncs1	1
GO:1900424	GO:1900424	regulation of defense response to bacterium	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Grn	1
GO:1901623	GO:1901623	regulation of lymphocyte chemotaxis	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Ccr7	1
GO:1904754	GO:1904754	positive regulation of vascular associated smooth muscle cell migration	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Myo5a	1
GO:1905153	GO:1905153	regulation of membrane invagination	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Cd36	1
GO:1990182	GO:1990182	exosomal secretion	1/517	21/28891	0.315678403439961	0.425746134785774	0.290297250218875	Sdc4	1
GO:0010517	GO:0010517	regulation of phospholipase activity	2/517	64/28891	0.318031278587255	0.428663240233762	0.292286293972791	Anxa1/Marcks	2
GO:1903307	GO:1903307	positive regulation of regulated secretory pathway	2/517	64/28891	0.318031278587255	0.428663240233762	0.292286293972791	Fcer1g/Rab3d	2
GO:0007006	GO:0007006	mitochondrial membrane organization	3/517	111/28891	0.319565111031652	0.430345140571861	0.293433106599846	Chchd10/Bcl2l2/Bnip3	3
GO:0042310	GO:0042310	vasoconstriction	3/517	111/28891	0.319565111031652	0.430345140571861	0.293433106599846	Adm/Tbxa2r/Ptgs1	3
GO:0055013	GO:0055013	cardiac muscle cell development	3/517	111/28891	0.319565111031652	0.430345140571861	0.293433106599846	Parp2/Trip10/Prickle1	3
GO:0008643	GO:0008643	carbohydrate transport	4/517	160/28891	0.321765298740854	0.433178812560756	0.295365260809097	Pid1/Erbb3/Slc2a8/Mfsd2b	4
GO:0060291	GO:0060291	long-term synaptic potentiation	6/517	260/28891	0.322504439527913	0.434044436502385	0.295955491064751	Lgmn/Tyrobp/Adora2a/Serpine2/Plk2/Prkcg	6
GO:0008344	GO:0008344	adult locomotory behavior	3/517	112/28891	0.324461999002738	0.434740146030259	0.296429864280129	Atxn1/Eps8/Id2	3
GO:0061326	GO:0061326	renal tubule development	3/517	112/28891	0.324461999002738	0.434740146030259	0.296429864280129	Tacstd2/Hs3st3b1/Prickle1	3
GO:0003170	GO:0003170	heart valve development	2/517	65/28891	0.324609733899547	0.434740146030259	0.296429864280129	Pde2a/Tgfbr2	2
GO:0006360	GO:0006360	transcription by RNA polymerase I	2/517	65/28891	0.324609733899547	0.434740146030259	0.296429864280129	Ppp1r15a/Eif2ak3	2
GO:0015872	GO:0015872	dopamine transport	2/517	65/28891	0.324609733899547	0.434740146030259	0.296429864280129	Myo5a/Slc29a3	2
GO:0098813	GO:0098813	nuclear chromosome segregation	7/517	312/28891	0.326099841648524	0.434740146030259	0.296429864280129	Zcwpw1/Hspa1a/Clasp2/Ccne1/Apc/Prickle1/Klhl22	7
GO:0001767	GO:0001767	establishment of lymphocyte polarity	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Ccr7	1
GO:0001768	GO:0001768	establishment of T cell polarity	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Ccr7	1
GO:0001975	GO:0001975	response to amphetamine	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Adora2a	1
GO:0002327	GO:0002327	immature B cell differentiation	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Irf2bp2	1
GO:0002363	GO:0002363	alpha-beta T cell lineage commitment	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Il6ra	1
GO:0006089	GO:0006089	lactate metabolic process	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Htt	1
GO:0006390	GO:0006390	mitochondrial transcription	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Chchd10	1
GO:0006684	GO:0006684	sphingomyelin metabolic process	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Samd8	1
GO:0006907	GO:0006907	pinocytosis	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Axl	1
GO:0007620	GO:0007620	copulation	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Serpine2	1
GO:0009129	GO:0009129	pyrimidine nucleoside monophosphate metabolic process	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Dhodh	1
GO:0009164	GO:0009164	nucleoside catabolic process	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Aicda	1
GO:0010039	GO:0010039	response to iron ion	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Trf	1
GO:0030810	GO:0030810	positive regulation of nucleotide biosynthetic process	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Pid1	1
GO:0032515	GO:0032515	negative regulation of phosphoprotein phosphatase activity	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Ppp1r15a	1
GO:0035330	GO:0035330	regulation of hippo signaling	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Mob3b	1
GO:0035751	GO:0035751	regulation of lysosomal lumen pH	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Grn	1
GO:0043101	GO:0043101	purine-containing compound salvage	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Impdh1	1
GO:0045606	GO:0045606	positive regulation of epidermal cell differentiation	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Sfn	1
GO:0046321	GO:0046321	positive regulation of fatty acid oxidation	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Nucb2	1
GO:0046599	GO:0046599	regulation of centriole replication	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Plk2	1
GO:0048245	GO:0048245	eosinophil chemotaxis	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Lgals3	1
GO:0050910	GO:0050910	detection of mechanical stimulus involved in sensory perception of sound	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Whrn	1
GO:0051447	GO:0051447	negative regulation of meiotic cell cycle	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Osm	1
GO:0051931	GO:0051931	regulation of sensory perception	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Gpr171	1
GO:0060602	GO:0060602	branch elongation of an epithelium	1/517	22/28891	0.327933140725085	0.434740146030259	0.296429864280129	Spry2	1
