ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0000077	GO:0000077	DNA damage checkpoint signaling	3/481	127/28891	0.354566717524265	0.498378687622875	0.385206083296205	Hus1b/Prkdc/Bard1	3
GO:0050764	GO:0050764	regulation of phagocytosis	3/481	127/28891	0.354566717524265	0.498378687622875	0.385206083296205	Syt11/Rapgef1/Il2rb	3
GO:0009410	GO:0009410	response to xenobiotic stimulus	7/481	346/28891	0.354709095284332	0.498408650268121	0.385229241977559	Cybb/Lck/Add3/As3mt/Pde4b/Gstt1/Vav3	7
GO:0002763	GO:0002763	positive regulation of myeloid leukocyte differentiation	2/481	75/28891	0.355736571430009	0.499170914988871	0.385818410444846	Car2/Ikzf1	2
GO:0010633	GO:0010633	negative regulation of epithelial cell migration	2/481	75/28891	0.355736571430009	0.499170914988871	0.385818410444846	Apoe/Dnaja4	2
GO:0010833	GO:0010833	telomere maintenance via telomere lengthening	2/481	75/28891	0.355736571430009	0.499170914988871	0.385818410444846	Wrap53/Aurkb	2
GO:1904377	GO:1904377	positive regulation of protein localization to cell periphery	2/481	75/28891	0.355736571430009	0.499170914988871	0.385818410444846	Sorbs1/Dlg1	2
GO:0061458	GO:0061458	reproductive system development	7/481	347/28891	0.357408666567302	0.5013463305818	0.38749982929542	Wdr19/Bcl2l1/Aspm/Dlg1/Gata3/Rec8/Igf1r	7
GO:0007041	GO:0007041	lysosomal transport	3/481	128/28891	0.359104850844183	0.502535994418916	0.388419342425727	Laptm5/Hook2/Kif13a	3
GO:0061041	GO:0061041	regulation of wound healing	3/481	128/28891	0.359104850844183	0.502535994418916	0.388419342425727	Apoe/F12/Cask	3
GO:0090174	GO:0090174	organelle membrane fusion	3/481	128/28891	0.359104850844183	0.502535994418916	0.388419342425727	Syt11/Slamf1/Vav3	3
GO:2000278	GO:2000278	regulation of DNA biosynthetic process	3/481	128/28891	0.359104850844183	0.502535994418916	0.388419342425727	Dscc1/Wrap53/Aurkb	3
GO:0006606	GO:0006606	protein import into nucleus	4/481	182/28891	0.359567102406622	0.502535994418916	0.388419342425727	Stk3/Pik3r1/Bag3/Ipo11	4
GO:0035148	GO:0035148	tube formation	4/481	182/28891	0.359567102406622	0.502535994418916	0.388419342425727	Stk3/Dlc1/Casp3/Gata3	4
GO:0046824	GO:0046824	positive regulation of nucleocytoplasmic transport	2/481	76/28891	0.361747164403827	0.502535994418916	0.388419342425727	Pik3r1/Bag3	2
GO:0051926	GO:0051926	negative regulation of calcium ion transport	2/481	76/28891	0.361747164403827	0.502535994418916	0.388419342425727	Inpp5k/Ppp3cc	2
GO:0031331	GO:0031331	positive regulation of cellular catabolic process	7/481	349/28891	0.362813318426759	0.502535994418916	0.388419342425727	Apoe/Laptm5/Pim2/Bag3/Mov10/Cpt1a/App	7
GO:0009308	GO:0009308	amine metabolic process	3/481	129/28891	0.363638403628898	0.502535994418916	0.388419342425727	Hdc/Afmid/Gata3	3
GO:0048565	GO:0048565	digestive tract development	3/481	129/28891	0.363638403628898	0.502535994418916	0.388419342425727	Il6st/Prdm1/Ada	3
GO:1901890	GO:1901890	positive regulation of cell junction assembly	3/481	129/28891	0.363638403628898	0.502535994418916	0.388419342425727	Pik3r1/Xlr4b/Dlg4	3
GO:0002504	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Ctse	1
GO:0003148	GO:0003148	outflow tract septum morphogenesis	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Robo1	1
GO:0003338	GO:0003338	metanephros morphogenesis	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Fras1	1
GO:0008211	GO:0008211	glucocorticoid metabolic process	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Cyp11a1	1
GO:0009649	GO:0009649	entrainment of circadian clock	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Per2	1
GO:0010663	GO:0010663	positive regulation of striated muscle cell apoptotic process	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Map3k5	1
GO:0010954	GO:0010954	positive regulation of protein processing	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	F12	1
GO:0016226	GO:0016226	iron-sulfur cluster assembly	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Xdh	1
GO:0018200	GO:0018200	peptidyl-glutamic acid modification	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Agbl5	1
GO:0022403	GO:0022403	cell cycle phase	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Cdk6	1
GO:0031163	GO:0031163	metallo-sulfur cluster assembly	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Xdh	1
GO:0031639	GO:0031639	plasminogen activation	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	F12	1
GO:0032528	GO:0032528	microvillus organization	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Fscn1	1
GO:0032878	GO:0032878	regulation of establishment or maintenance of cell polarity	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Gata3	1
GO:0034368	GO:0034368	protein-lipid complex remodeling	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Apoe	1
GO:0034369	GO:0034369	plasma lipoprotein particle remodeling	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Apoe	1
GO:0034508	GO:0034508	centromere complex assembly	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Cenpe	1
GO:0034695	GO:0034695	response to prostaglandin E	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Tnfsf4	1
GO:0035809	GO:0035809	regulation of urine volume	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Inpp5k	1
GO:0044070	GO:0044070	regulation of monoatomic anion transport	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Car2	1
GO:0045324	GO:0045324	late endosome to vacuole transport	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Leprotl1	1
GO:0045821	GO:0045821	positive regulation of glycolytic process	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	App	1
GO:0046426	GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Irf1	1
GO:0046685	GO:0046685	response to arsenic-containing substance	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	As3mt	1
GO:0046716	GO:0046716	muscle cell cellular homeostasis	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Bag3	1
GO:0050765	GO:0050765	negative regulation of phagocytosis	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Syt11	1
GO:0050857	GO:0050857	positive regulation of antigen receptor-mediated signaling pathway	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Ada	1
GO:0050891	GO:0050891	multicellular organismal-level water homeostasis	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Inpp5k	1
GO:0051016	GO:0051016	barbed-end actin filament capping	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Add3	1
GO:0051969	GO:0051969	regulation of transmission of nerve impulse	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Rapgef4	1
GO:0060065	GO:0060065	uterus development	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Gata3	1
GO:0060143	GO:0060143	positive regulation of syncytium formation by plasma membrane fusion	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Ehd1	1
GO:0060339	GO:0060339	negative regulation of type I interferon-mediated signaling pathway	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Isg15	1
GO:0062009	GO:0062009	secondary palate development	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Dlg1	1
GO:0097049	GO:0097049	motor neuron apoptotic process	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Kcnb1	1
GO:0097107	GO:0097107	postsynaptic density assembly	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Ptprs	1
GO:0097396	GO:0097396	response to interleukin-17	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Nfkb1	1
GO:1901071	GO:1901071	glucosamine-containing compound metabolic process	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Chst3	1
GO:1903514	GO:1903514	release of sequestered calcium ion into cytosol by endoplasmic reticulum	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Ryr1	1
GO:1903747	GO:1903747	regulation of establishment of protein localization to mitochondrion	1/481	27/28891	0.364604084364659	0.502535994418916	0.388419342425727	Bag3	1
GO:0003007	GO:0003007	heart morphogenesis	6/481	294/28891	0.365305244972971	0.503333900118381	0.389036058463078	Dlc1/Ttn/Robo1/Gata3/Ryr1/Prox1	6
GO:0006631	GO:0006631	fatty acid metabolic process	9/481	463/28891	0.366123124633486	0.504292038847796	0.389776621565751	Dgat2/Lpin2/Acly/Acadvl/Scd2/Per2/Cpt1a/Cpt1c/Acoxl	9
GO:0031214	GO:0031214	biomineral tissue development	4/481	184/28891	0.367111376873386	0.505315124903955	0.390567383655614	Wls/Nbr1/Trpm4/Isg15	4
GO:0071897	GO:0071897	DNA biosynthetic process	4/481	184/28891	0.367111376873386	0.505315124903955	0.390567383655614	Pold4/Dscc1/Wrap53/Aurkb	4
GO:0006900	GO:0006900	vesicle budding from membrane	2/481	77/28891	0.367736650597575	0.505837551122691	0.390971176519412	Sec24d/Ap3m2	2
GO:0045669	GO:0045669	positive regulation of osteoblast differentiation	2/481	77/28891	0.367736650597575	0.505837551122691	0.390971176519412	Ifi204/Il6st	2
GO:0045824	GO:0045824	negative regulation of innate immune response	3/481	130/28891	0.368166820634224	0.506260120424549	0.391297788129684	Prkdc/Aurkb/Isg15	3
GO:0002040	GO:0002040	sprouting angiogenesis	3/481	131/28891	0.372689557141835	0.509959631270542	0.394157208322577	Il10/Robo1/Epn2	3
GO:0051865	GO:0051865	protein autoubiquitination	2/481	78/28891	0.373704067309338	0.509959631270542	0.394157208322577	Rnf13/Ercc8	2
GO:0035296	GO:0035296	regulation of tube diameter	4/481	186/28891	0.37465087321086	0.509959631270542	0.394157208322577	Apoe/Add3/Per2/Trpm4	4
GO:0046661	GO:0046661	male sex differentiation	4/481	186/28891	0.37465087321086	0.509959631270542	0.394157208322577	Bcl2l1/Aspm/Gata3/Rec8	4
GO:0097746	GO:0097746	blood vessel diameter maintenance	4/481	186/28891	0.37465087321086	0.509959631270542	0.394157208322577	Apoe/Add3/Per2/Trpm4	4
GO:0001573	GO:0001573	ganglioside metabolic process	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	St8sia6	1
GO:0001759	GO:0001759	organ induction	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Robo1	1
GO:0002089	GO:0002089	lens morphogenesis in camera-type eye	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Prox1	1
GO:0003272	GO:0003272	endocardial cushion formation	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Robo1	1
GO:0006817	GO:0006817	phosphate ion transport	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Slc37a1	1
GO:0006882	GO:0006882	intracellular zinc ion homeostasis	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Hps1	1
GO:0007530	GO:0007530	sex determination	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Igf1r	1
GO:0015813	GO:0015813	L-glutamate transmembrane transport	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Per2	1
GO:0016188	GO:0016188	synaptic vesicle maturation	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Dlg4	1
GO:0018126	GO:0018126	protein hydroxylation	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Asph	1
GO:0030318	GO:0030318	melanocyte differentiation	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Hps1	1
GO:0032069	GO:0032069	regulation of nuclease activity	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Oasl2	1
GO:0035020	GO:0035020	regulation of Rac protein signal transduction	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Pik3cg	1
GO:0035384	GO:0035384	thioester biosynthetic process	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Acly	1
GO:0036010	GO:0036010	protein localization to endosome	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Abhd17b	1
GO:0042430	GO:0042430	indole-containing compound metabolic process	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Afmid	1
GO:0043931	GO:0043931	ossification involved in bone maturation	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Ryr1	1
GO:0045048	GO:0045048	protein insertion into ER membrane	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Emc9	1
GO:0046184	GO:0046184	aldehyde biosynthetic process	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Pcx	1
GO:0046471	GO:0046471	phosphatidylglycerol metabolic process	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Pgs1	1
GO:0046823	GO:0046823	negative regulation of nucleocytoplasmic transport	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Bard1	1
GO:0051291	GO:0051291	protein heterooligomerization	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Rom1	1
GO:0060713	GO:0060713	labyrinthine layer morphogenesis	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Il10	1
GO:0062098	GO:0062098	regulation of programmed necrotic cell death	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Zbp1	1
GO:0070584	GO:0070584	mitochondrion morphogenesis	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Bcl2l1	1
GO:0071480	GO:0071480	cellular response to gamma radiation	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Bcl2l1	1
GO:0071616	GO:0071616	acyl-CoA biosynthetic process	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Acly	1
GO:0090026	GO:0090026	positive regulation of monocyte chemotaxis	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	App	1
GO:2000310	GO:2000310	regulation of NMDA receptor activity	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Dlg4	1
GO:2000647	GO:2000647	negative regulation of stem cell proliferation	1/481	28/28891	0.375192548729286	0.509959631270542	0.394157208322577	Irf6	1
GO:0001841	GO:0001841	neural tube formation	3/481	132/28891	0.37720607891572	0.512358108510729	0.39601103563605	Stk3/Dlc1/Casp3	3
GO:0034219	GO:0034219	carbohydrate transmembrane transport	3/481	132/28891	0.37720607891572	0.512358108510729	0.39601103563605	Inpp5k/Sorbs1/Slc25a27	3
GO:0016331	GO:0016331	morphogenesis of embryonic epithelium	4/481	187/28891	0.378417983357782	0.513495991260378	0.396890526208436	Stk3/Dlc1/Casp3/Gata3	4
GO:0035150	GO:0035150	regulation of tube size	4/481	187/28891	0.378417983357782	0.513495991260378	0.396890526208436	Apoe/Add3/Per2/Trpm4	4
GO:0051170	GO:0051170	import into nucleus	4/481	187/28891	0.378417983357782	0.513495991260378	0.396890526208436	Stk3/Pik3r1/Bag3/Ipo11	4
GO:0007584	GO:0007584	response to nutrient	2/481	79/28891	0.379648489600081	0.514656842832905	0.397787769807824	Suox/Ada	2
GO:0016239	GO:0016239	positive regulation of macroautophagy	2/481	79/28891	0.379648489600081	0.514656842832905	0.397787769807824	Pim2/Bag3	2
GO:0048146	GO:0048146	positive regulation of fibroblast proliferation	2/481	79/28891	0.379648489600081	0.514656842832905	0.397787769807824	Prkdc/Cdk6	2
GO:0015748	GO:0015748	organophosphate ester transport	3/481	133/28891	0.381715862154657	0.516944145759118	0.399555668442737	Apoe/Pitpnm2/Slc37a1	3
GO:0006081	GO:0006081	cellular aldehyde metabolic process	2/481	80/28891	0.385569029307685	0.516944145759118	0.399555668442737	Tkfc/Pcx	2
GO:0009988	GO:0009988	cell-cell recognition	2/481	80/28891	0.385569029307685	0.516944145759118	0.399555668442737	Dlg1/Zpbp	2
GO:0010921	GO:0010921	regulation of phosphatase activity	2/481	80/28891	0.385569029307685	0.516944145759118	0.399555668442737	Plek/Ppp6r1	2
GO:0042306	GO:0042306	regulation of protein import into nucleus	2/481	80/28891	0.385569029307685	0.516944145759118	0.399555668442737	Pik3r1/Bag3	2
GO:0045123	GO:0045123	cellular extravasation	2/481	80/28891	0.385569029307685	0.516944145759118	0.399555668442737	F11r/Fer	2
GO:0060976	GO:0060976	coronary vasculature development	2/481	80/28891	0.385569029307685	0.516944145759118	0.399555668442737	Robo1/Prdm1	2
GO:1903510	GO:1903510	mucopolysaccharide metabolic process	2/481	80/28891	0.385569029307685	0.516944145759118	0.399555668442737	Chst3/Nfkb1	2
GO:1990868	GO:1990868	response to chemokine	2/481	80/28891	0.385569029307685	0.516944145759118	0.399555668442737	Robo1/Ccrl2	2
GO:1990869	GO:1990869	cellular response to chemokine	2/481	80/28891	0.385569029307685	0.516944145759118	0.399555668442737	Robo1/Ccrl2	2
GO:0000154	GO:0000154	rRNA modification	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Mettl15	1
GO:0006120	GO:0006120	mitochondrial electron transport, NADH to ubiquinone	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Ndufv1	1
GO:0006622	GO:0006622	protein targeting to lysosome	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Laptm5	1
GO:0010893	GO:0010893	positive regulation of steroid biosynthetic process	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Igf1r	1
GO:0014821	GO:0014821	phasic smooth muscle contraction	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Dlg1	1
GO:0019433	GO:0019433	triglyceride catabolic process	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Pik3cg	1
GO:0031100	GO:0031100	animal organ regeneration	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Ezh2	1
GO:0032469	GO:0032469	endoplasmic reticulum calcium ion homeostasis	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	App	1
GO:0032770	GO:0032770	positive regulation of monooxygenase activity	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Apoe	1
GO:0032928	GO:0032928	regulation of superoxide anion generation	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	App	1
GO:0034367	GO:0034367	protein-containing complex remodeling	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Apoe	1
GO:0034755	GO:0034755	iron ion transmembrane transport	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Steap3	1
GO:0045187	GO:0045187	regulation of circadian sleep/wake cycle, sleep	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Ada	1
GO:0050820	GO:0050820	positive regulation of coagulation	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	F12	1
GO:0051560	GO:0051560	mitochondrial calcium ion homeostasis	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Slc25a27	1
GO:0070199	GO:0070199	establishment of protein localization to chromosome	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Wrap53	1
GO:0090200	GO:0090200	positive regulation of release of cytochrome c from mitochondria	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Bad	1
GO:0090208	GO:0090208	positive regulation of triglyceride metabolic process	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Dgat2	1
GO:1901985	GO:1901985	positive regulation of protein acetylation	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	App	1
GO:1902894	GO:1902894	negative regulation of miRNA transcription	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	App	1
GO:1903077	GO:1903077	negative regulation of protein localization to plasma membrane	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Bcl2l1	1
GO:1903319	GO:1903319	positive regulation of protein maturation	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	F12	1
GO:1903861	GO:1903861	positive regulation of dendrite extension	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Rasal1	1
GO:2000819	GO:2000819	regulation of nucleotide-excision repair	1/481	29/28891	0.385604923882985	0.516944145759118	0.399555668442737	Ercc8	1
GO:0031570	GO:0031570	DNA integrity checkpoint signaling	3/481	134/28891	0.386218393440904	0.517429588609242	0.399930876178551	Hus1b/Prkdc/Bard1	3
GO:0050829	GO:0050829	defense response to Gram-negative bacterium	3/481	134/28891	0.386218393440904	0.517429588609242	0.399930876178551	Iigp1/Lyz1/App	3
GO:0042445	GO:0042445	hormone metabolic process	5/481	246/28891	0.390051479607143	0.522394906162202	0.403768661730779	Cyp11a1/Nfkb1/Tg/Gata3/Igf1r	5
GO:0035966	GO:0035966	response to topologically incorrect protein	3/481	135/28891	0.390713169685283	0.52294087112949	0.404190648127648	F12/Pik3r1/Bag3	3
GO:0071621	GO:0071621	granulocyte chemotaxis	3/481	135/28891	0.390713169685283	0.52294087112949	0.404190648127648	Pde4b/Slamf1/Vav3	3
GO:0006626	GO:0006626	protein targeting to mitochondrion	2/481	81/28891	0.391464834083228	0.523266468156055	0.404442308077101	Bag3/Dusp18	2
GO:0031397	GO:0031397	negative regulation of protein ubiquitination	2/481	81/28891	0.391464834083228	0.523266468156055	0.404442308077101	Per2/Isg15	2
GO:0046496	GO:0046496	nicotinamide nucleotide metabolic process	2/481	81/28891	0.391464834083228	0.523266468156055	0.404442308077101	Pcx/Dcxr	2
GO:1901880	GO:1901880	negative regulation of protein depolymerization	2/481	81/28891	0.391464834083228	0.523266468156055	0.404442308077101	Add3/Mid1	2
GO:0042552	GO:0042552	myelination	4/481	191/28891	0.393461154095652	0.524184719341849	0.405152041361341	Dlg1/Tg/Serinc5/Pomgnt1	4
GO:0032411	GO:0032411	positive regulation of transporter activity	3/481	136/28891	0.395199698068821	0.524184719341849	0.405152041361341	Hspa2/Asph/Kctd7	3
GO:0001675	GO:0001675	acrosome assembly	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Zpbp	1
GO:0001778	GO:0001778	plasma membrane repair	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Syt11	1
GO:0002837	GO:0002837	regulation of immune response to tumor cell	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Cd24a	1
GO:0006929	GO:0006929	substrate-dependent cell migration	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Robo1	1
GO:0007602	GO:0007602	phototransduction	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Cabp4	1
GO:0009218	GO:0009218	pyrimidine ribonucleotide metabolic process	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Nme7	1
GO:0010526	GO:0010526	retrotransposon silencing	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Mov10	1
GO:0010742	GO:0010742	macrophage derived foam cell differentiation	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Stat1	1
GO:0030224	GO:0030224	monocyte differentiation	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Cdk6	1
GO:0031664	GO:0031664	regulation of lipopolysaccharide-mediated signaling pathway	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Scimp	1
GO:0032891	GO:0032891	negative regulation of organic acid transport	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Slc43a1	1
GO:0033137	GO:0033137	negative regulation of peptidyl-serine phosphorylation	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Inpp5k	1
GO:0035510	GO:0035510	DNA dealkylation	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Gata3	1
GO:0045070	GO:0045070	positive regulation of viral genome replication	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Top2a	1
GO:0045932	GO:0045932	negative regulation of muscle contraction	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Calcrl	1
GO:0048521	GO:0048521	negative regulation of behavior	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Ada	1
GO:0048596	GO:0048596	embryonic camera-type eye morphogenesis	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Prox1	1
GO:0060907	GO:0060907	positive regulation of macrophage cytokine production	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Laptm5	1
GO:0061099	GO:0061099	negative regulation of protein tyrosine kinase activity	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Sh3bp5l	1
GO:0061298	GO:0061298	retina vasculature development in camera-type eye	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Rom1	1
GO:0070977	GO:0070977	bone maturation	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Ryr1	1
GO:0090148	GO:0090148	membrane fission	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Exoc6	1
GO:0090169	GO:0090169	regulation of spindle assembly	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Cep97	1
GO:0090314	GO:0090314	positive regulation of protein targeting to membrane	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Kcnb1	1
GO:0098581	GO:0098581	detection of external biotic stimulus	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Pglyrp1	1
GO:1902042	GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Bcl2l1	1
GO:1904893	GO:1904893	negative regulation of receptor signaling pathway via STAT	1/481	30/28891	0.39584413224042	0.524184719341849	0.405152041361341	Irf1	1
GO:0071560	GO:0071560	cellular response to transforming growth factor beta stimulus	5/481	248/28891	0.396629980508643	0.524640330632065	0.405504191734076	Twsg1/Fut8/Ldlrad4/Ryr1/Igf1r	5
GO:0002673	GO:0002673	regulation of acute inflammatory response	2/481	82/28891	0.39733508644906	0.524640330632065	0.405504191734076	F12/Pik3cg	2
GO:0003208	GO:0003208	cardiac ventricle morphogenesis	2/481	82/28891	0.39733508644906	0.524640330632065	0.405504191734076	Gata3/Prox1	2
GO:0008543	GO:0008543	fibroblast growth factor receptor signaling pathway	2/481	82/28891	0.39733508644906	0.524640330632065	0.405504191734076	Shcbp1/Gata3	2
GO:0010324	GO:0010324	membrane invagination	2/481	82/28891	0.39733508644906	0.524640330632065	0.405504191734076	Syt11/Aurkb	2
GO:0032088	GO:0032088	negative regulation of NF-kappaB transcription factor activity	2/481	82/28891	0.39733508644906	0.524640330632065	0.405504191734076	Cd200/Trim40	2
GO:0044773	GO:0044773	mitotic DNA damage checkpoint signaling	2/481	82/28891	0.39733508644906	0.524640330632065	0.405504191734076	Hus1b/Prkdc	2
GO:0046626	GO:0046626	regulation of insulin receptor signaling pathway	2/481	82/28891	0.39733508644906	0.524640330632065	0.405504191734076	Inpp5k/Sorbs1	2
GO:2000242	GO:2000242	negative regulation of reproductive process	2/481	82/28891	0.39733508644906	0.524640330632065	0.405504191734076	Bcl2l1/Ada	2
GO:0007030	GO:0007030	Golgi organization	3/481	137/28891	0.399677495981132	0.527394952228949	0.407633289592092	Cit/Atl3/Rab43	3
GO:0030282	GO:0030282	bone mineralization	3/481	137/28891	0.399677495981132	0.527394952228949	0.407633289592092	Nbr1/Trpm4/Isg15	3
GO:0019362	GO:0019362	pyridine nucleotide metabolic process	2/481	83/28891	0.403179002878197	0.52917796638808	0.409011414134248	Pcx/Dcxr	2
